letters,required,score,words
lyjecdt,t,101,16
lyjecdt,c,87,14
lyjecdt,j,66,10
lyjecdt,y,54,11
lyjecdt,l,81,16
luchngi,u,148,28
luchngi,c,187,32
luchngi,l,173,32
luchngi,h,158,30
lfecotk,k,58,18
lfecotk,t,113,33
lfecotk,o,109,39
lfecotk,c,111,28
lfecotk,e,136,37
lfecotk,f,83,24
lfecotk,l,122,41
uehntar,u,237,49
uecdnrp,c,208,36
yuhntag,g,67,15
yuhntag,a,91,23
yuhntag,t,97,25
yuhntag,n,82,21
yuhntag,h,58,14
yuhntag,u,83,19
yuhntag,y,56,9
feontar,f,227,52
lydhari,i,118,34
lydhari,r,131,34
lydhari,a,157,42
lydhari,h,63,14
lydhari,d,144,34
lydhari,y,149,32
lydhari,l,130,35
hntakgi,k,108,23
hntakgi,a,213,44
hntakgi,h,152,33
luontap,p,113,34
luontap,a,154,41
luontap,t,140,40
luontap,n,93,28
luontap,o,134,44
luontap,u,70,27
luontap,l,151,46
lueontp,p,151,46
lueontp,t,177,50
lueontp,n,104,35
lueontp,o,148,54
lueontp,e,177,52
lueontp,u,89,26
lueontp,l,123,42
bhntrgi,t,199,35
bhntrgi,h,147,25
bhntrgi,b,118,17
bhntrgi,r,136,24
bohtrpi,i,65,16
bohtrpi,p,61,17
bohtrpi,r,83,23
bohtrpi,t,114,32
bohtrpi,h,73,17
bohtrpi,o,119,37
bohtrpi,b,63,15
rubvnmi,i,40,8
rubvnmi,m,47,9
rubvnmi,n,41,9
rubvnmi,v,15,1
rubvnmi,b,29,7
rubvnmi,u,43,9
rubvnmi,r,30,7
ecvntgi,c,123,21
ecvntgi,v,188,31
ybevtri,i,189,35
ybevtri,t,158,31
ybevtri,v,118,23
ybevtri,b,88,20
ybevtri,y,63,14
ucntari,i,218,40
ucntari,r,197,40
ucntari,n,206,42
ucntari,c,206,37
ucntari,u,93,23
benamgi,b,214,41
lmbeori,i,212,49
lmbeori,m,184,48
lmbeori,o,181,51
lmbeori,b,217,52
lmbeori,l,206,56
uedhnrk,u,192,40
uedhnrk,n,233,46
uedhnrk,h,59,12
uedhnrk,k,88,20
bcdhark,k,38,10
bcdhark,r,56,18
bcdhark,a,68,22
bcdhark,h,25,7
bcdhark,d,42,10
bcdhark,c,55,13
bcdhark,b,45,11
uybcona,a,127,23
uybcona,n,128,26
uybcona,o,115,26
uybcona,c,94,16
uybcona,b,102,21
uybcona,y,93,18
uybcona,u,45,8
ueqdnri,q,148,21
wuodntr,r,108,30
wuodntr,t,105,30
wuodntr,n,112,27
wuodntr,d,103,25
wuodntr,o,152,45
wuodntr,u,115,27
wuodntr,w,60,13
lfuetrg,g,101,23
lfuetrg,t,189,42
lfuetrg,u,202,49
lfuetrg,l,194,49
lfuetrg,f,223,51
glyeonp,p,115,36
glyeonp,n,106,32
glyeonp,o,179,57
glyeonp,e,134,41
glyeonp,y,125,25
glyeonp,l,153,45
glyeonp,g,84,23
echnrgi,c,186,32
echnrgi,h,227,40
lyecota,o,215,51
lyecota,c,206,48
lyecota,e,210,42
lyecota,y,129,25
glehnpi,l,151,32
glehnpi,h,79,16
glehnpi,e,238,49
glehnpi,p,195,36
ednaxpi,i,144,32
ednaxpi,p,226,46
ednaxpi,x,79,13
ednaxpi,a,165,35
yuchnap,p,74,15
yuchnap,a,93,18
yuchnap,n,84,14
yuchnap,h,62,11
yuchnap,c,79,14
yuchnap,u,73,13
yuchnap,y,89,16
yedontk,k,94,24
yedontk,t,199,47
yedontk,n,214,51
yedontk,o,192,49
yedontk,y,92,22
luevrgi,i,216,43
luevrgi,g,116,25
luevrgi,v,201,38
luevrgi,u,60,16
luevrgi,l,234,52
glconpi,c,204,38
lyovngi,y,74,15
lyovngi,l,203,40
lyovngi,o,199,41
lyovngi,v,80,12
ubecdtk,k,66,15
ubecdtk,t,104,24
ubecdtk,c,125,27
ubecdtk,b,110,23
ubecdtk,u,139,33
edovarp,v,235,46
lubcami,i,184,36
lubcami,m,148,37
lubcami,a,178,44
lubcami,c,157,29
lubcami,b,137,30
lubcami,u,109,23
lubcami,l,179,47
wlfehdr,f,133,26
wlfehdr,w,164,33
wlfehdr,l,159,35
wlfehdr,h,107,21
luonrpi,i,109,23
luonrpi,p,112,31
luonrpi,r,49,17
luonrpi,n,108,26
luonrpi,o,115,35
luonrpi,u,70,19
luonrpi,l,75,27
ybedarg,y,191,44
wlecohg,g,40,10
wlecohg,h,73,18
wlecohg,o,89,26
wlecohg,c,57,16
wlecohg,e,91,25
wlecohg,l,103,32
wlecohg,w,45,14
bedhnar,h,208,38
lyboarp,p,160,37
lyboarp,r,129,29
lyboarp,a,205,47
lyboarp,o,191,48
lyboarp,b,87,23
lyboarp,y,177,35
lyboarp,l,204,49
ruoamzk,k,43,11
ruoamzk,z,34,6
ruoamzk,m,83,21
ruoamzk,a,76,20
ruoamzk,o,65,19
ruoamzk,u,51,9
ruoamzk,r,68,19
ueqctar,q,71,11
ueqctar,c,238,46
ueqctar,u,190,39
ecotkpi,i,138,30
ecotkpi,p,156,40
ecotkpi,k,94,29
ecotkpi,t,141,33
ecotkpi,o,151,38
ecotkpi,c,137,33
ecotkpi,e,160,42
ecdnkzi,i,165,37
ecdnkzi,z,35,5
ecdnkzi,k,100,25
ecdnkzi,n,126,29
ecdnkzi,c,108,25
wubodrz,z,17,3
wubodrz,r,46,14
wubodrz,d,28,10
wubodrz,o,48,16
wubodrz,b,44,12
wubodrz,u,30,7
wubodrz,w,30,6
lbonari,i,145,37
lbonari,r,116,35
lbonari,a,166,46
lbonari,n,159,40
lbonari,o,157,45
lbonari,b,189,45
lbonari,l,112,38
uevntri,u,250,46
lfnamgi,f,205,35
echnagi,c,198,38
echnagi,h,190,35
echnagi,e,160,33
echnagi,a,239,44
yeontri,o,229,54
yeontri,y,129,25
rwecdki,k,173,37
rwecdki,w,154,35
wueotar,a,181,45
wueotar,o,228,51
wueotar,u,112,27
wueotar,w,117,26
ycotapi,i,99,21
ycotapi,p,124,29
ycotapi,a,138,30
ycotapi,t,141,34
ycotapi,o,114,27
ycotapi,c,121,27
ycotapi,y,70,14
rfonmgi,f,156,28
rfonmgi,m,197,38
yconamp,p,92,19
yconamp,m,101,24
yconamp,a,152,33
yconamp,n,128,27
yconamp,o,148,35
yconamp,c,118,22
yconamp,y,94,18
lyntagi,y,200,33
yedohar,y,135,34
yedohar,h,244,50
yedohar,o,221,49
wednkgi,k,156,34
wednkgi,w,197,38
fuechar,a,140,39
fuechar,h,97,23
fuechar,c,147,34
fuechar,u,56,14
fuechar,f,92,23
rluenki,k,121,29
rluenki,n,162,38
rluenki,u,103,23
rluenki,i,150,36
rluenki,l,150,39
gohnarp,p,102,23
gohnarp,r,137,30
gohnarp,a,128,30
gohnarp,n,119,28
gohnarp,h,93,17
gohnarp,o,137,35
gohnarp,g,105,25
lfyohta,a,236,54
lfyohta,t,198,47
lfyohta,h,91,26
lfyohta,o,227,53
lfyohta,y,145,27
lfyohta,f,141,32
lfyohta,l,233,56
rfconmi,i,113,27
rfconmi,m,114,28
rfconmi,n,124,30
rfconmi,o,154,41
rfconmi,c,114,24
rfconmi,f,48,14
rfconmi,r,103,26
uhntrgi,u,225,41
uhntrgi,h,149,30
uhntrgi,r,213,40
wodnahm,m,96,24
wodnahm,h,40,9
wodnahm,a,113,27
wodnahm,n,86,22
wodnahm,d,88,22
wodnahm,o,93,27
wodnahm,w,55,14
luedotp,u,234,50
lbeohtr,h,209,43
lbeohtr,b,183,45
lbeohtr,l,191,49
uontmgi,u,208,35
uontmgi,m,167,31
uytarpi,i,84,19
uytarpi,p,118,31
uytarpi,r,128,33
uytarpi,a,140,37
uytarpi,t,132,34
uytarpi,y,113,23
uytarpi,u,49,12
ycdtari,i,196,39
ycdtari,r,197,45
ycdtari,t,203,42
ycdtari,d,152,33
ycdtari,c,176,33
ycdtari,y,119,27
lfedrzi,z,117,17
ueontai,i,232,39
ueontai,a,229,41
ueontai,o,205,41
ueontai,e,211,43
ueontai,u,105,23
wlubong,g,42,16
wlubong,n,53,18
wlubong,o,61,26
wlubong,b,48,17
wlubong,u,22,9
wlubong,l,48,22
wlubong,w,24,7
lubecrk,k,63,16
lubecrk,c,105,27
lubecrk,b,111,30
lubecrk,u,185,48
lubecrk,l,182,47
rueconm,m,167,36
rueconm,n,249,48
rueconm,u,183,32
yjonapi,i,72,14
yjonapi,p,74,15
yjonapi,a,64,13
yjonapi,n,95,21
yjonapi,o,63,14
yjonapi,j,32,6
yjonapi,y,52,9
lfuongi,u,145,28
lfuongi,o,224,48
lfuongi,f,170,34
luyetax,x,50,9
luyetax,a,127,27
luyetax,t,134,29
luyetax,e,123,27
luyetax,y,69,13
luyetax,u,52,12
luyetax,l,146,33
eohnaxg,g,44,13
eohnaxg,x,27,6
eohnaxg,a,48,14
eohnaxg,n,65,22
eohnaxg,h,27,6
eohnaxg,o,48,18
eohnaxg,e,49,14
kbnargi,k,105,21
lfuedon,o,248,59
fehntgi,f,163,30
wuedont,t,246,59
wuedont,u,152,33
wuedont,w,160,34
untarpi,i,146,35
untarpi,p,106,31
untarpi,r,132,34
untarpi,a,162,43
untarpi,t,198,52
untarpi,n,158,38
untarpi,u,77,23
bedhnti,h,130,26
bedhnti,b,127,26
uontami,u,218,35
ueodnzi,i,154,26
ueodnzi,z,92,16
ueodnzi,n,225,47
ueodnzi,o,146,32
ueodnzi,u,130,24
lyecotr,c,240,42
lyecotr,y,142,27
lyecotr,l,249,54
luytami,i,79,21
luytami,m,133,33
luytami,a,123,32
luytami,t,126,29
luytami,y,80,15
luytami,u,106,22
luytami,l,134,36
rwecoki,i,149,30
rwecoki,k,169,39
rwecoki,o,167,36
rwecoki,c,163,36
rwecoki,w,116,29
ecdotah,o,242,55
mbeontr,b,181,42
codntar,t,244,53
codntar,d,125,31
ldonmgi,l,248,52
ldonmgi,d,225,43
ldonmgi,m,171,36
rbenamk,k,147,33
rbenamk,m,206,44
rbenamk,n,166,38
rbenamk,b,195,44
rlyenam,m,226,53
rlyenam,n,183,42
rlyenam,y,187,42
rlyenam,l,226,53
fectnam,m,128,34
fectnam,a,226,57
fectnam,n,188,38
fectnam,t,221,51
fectnam,c,139,30
fectnam,e,249,64
fectnam,f,79,19
uyecntr,n,243,46
uyecntr,c,126,24
uyecntr,u,223,45
uyecntr,y,77,13
luedovn,n,187,45
luedovn,v,150,29
luedovn,o,176,45
luedovn,u,154,33
luedovn,l,240,53
wldnagi,w,224,40
wldnagi,d,232,42
rontmgi,m,242,45
luedhag,g,243,53
luedhag,h,128,31
luedhag,u,204,45
wlotaki,i,61,23
wlotaki,k,49,15
wlotaki,a,81,23
wlotaki,t,90,31
wlotaki,o,96,27
wlotaki,l,105,37
wlotaki,w,66,20
ubeconi,i,108,20
ubeconi,n,142,34
ubeconi,o,130,31
ubeconi,c,98,21
ubeconi,e,73,19
ubeconi,b,69,15
ubeconi,u,70,12
lfeonmk,k,45,15
lfeonmk,m,44,15
lfeonmk,n,69,22
lfeonmk,o,56,27
lfeonmk,e,79,28
lfeonmk,f,31,9
lfeonmk,l,83,28
lfbodar,r,136,39
lfbodar,a,174,46
lfbodar,d,145,39
lfbodar,o,193,56
lfbodar,b,108,30
lfbodar,f,94,25
lfbodar,l,136,38
contapi,p,240,45
luconri,i,130,28
luconri,r,103,22
luconri,n,140,31
luconri,o,170,41
luconri,c,150,32
luconri,u,106,20
luconri,l,89,25
wlbedoi,i,238,50
wlbedoi,w,230,49
lfuecap,p,115,33
lfuecap,a,136,39
lfuecap,c,92,25
lfuecap,e,110,36
lfuecap,u,48,17
lfuecap,f,80,25
lfuecap,l,140,46
ecdovrk,k,164,35
ecdovrk,v,173,31
lueqdna,a,248,51
lueqdna,n,240,45
lueqdna,q,102,15
lhvnagi,l,213,41
lhvnagi,h,83,16
lhvnagi,v,121,22
glunapi,u,230,43
lcdnagi,c,221,36
lcdnagi,d,216,39
uecqdak,k,52,12
uecqdak,a,82,17
uecqdak,c,97,20
uecqdak,q,48,9
uecqdak,u,94,20
ohtampi,i,54,15
ohtampi,p,79,22
ohtampi,m,80,24
ohtampi,a,93,28
ohtampi,t,107,33
ohtampi,h,57,16
ohtampi,o,111,30
uecotri,i,200,39
uecotri,u,209,44
wecdonm,m,205,44
wecdonm,c,225,39
wecdonm,w,118,25
lbcotar,r,218,47
lbcotar,t,248,61
lbcotar,c,214,46
lbcotar,b,153,37
lbcotar,l,172,48
luyctar,r,191,37
luyctar,a,229,49
luyctar,t,158,34
luyctar,c,156,32
luyctar,y,150,29
luyctar,u,137,28
luyctar,l,149,32
glntrpi,t,194,38
glntrpi,l,154,29
glntrpi,r,151,29
glntrpi,p,171,30
fyectap,p,84,22
fyectap,a,119,32
fyectap,t,112,29
fyectap,c,79,18
fyectap,e,116,32
fyectap,y,68,12
fyectap,f,69,17
umectrp,p,220,45
umectrp,m,136,31
umectrp,t,243,51
umectrp,c,113,22
umectrp,u,227,48
wlfyoda,a,138,33
wlfyoda,d,77,20
wlfyoda,o,156,42
wlfyoda,y,118,25
wlfyoda,f,92,25
wlfyoda,l,171,45
wlfyoda,w,89,24
lehntap,n,216,46
lehntap,h,141,35
lfecdrk,k,74,15
lfecdrk,c,115,21
lfecdrk,f,148,29
lfecdrk,l,116,27
fuedoti,i,124,26
fuedoti,t,182,46
fuedoti,o,127,29
fuedoti,u,74,18
fuedoti,f,119,30
gyconpi,y,61,12
gyconpi,c,100,19
gyconpi,p,176,31
gyconpi,o,174,36
glynazi,y,136,22
glynazi,l,228,40
glynazi,z,87,13
gluenrp,p,120,30
gluenrp,n,119,24
gluenrp,u,163,42
gluenrp,g,102,25
gluenrp,l,99,30
econazi,i,103,20
econazi,z,40,8
econazi,a,104,20
econazi,n,157,39
econazi,o,134,32
econazi,c,139,30
econazi,e,102,25
lecotmp,p,131,40
lecotmp,m,158,41
lecotmp,t,183,49
lecotmp,o,199,65
lecotmp,c,96,24
lecotmp,e,221,60
lecotmp,l,158,49
uedargi,u,180,37
lbonark,k,79,24
lbonark,r,74,26
lbonark,a,125,38
lbonark,n,117,33
lbonark,o,140,44
lbonark,b,117,34
lbonark,l,68,24
lecoami,i,136,33
lecoami,m,159,52
lecoami,a,165,47
lecoami,o,114,34
lecoami,c,188,48
lecoami,e,127,37
lecoami,l,178,54
wlyehta,a,234,57
wlyehta,t,198,48
wlyehta,h,140,38
wlyehta,e,238,57
wlyehta,y,129,25
wlyehta,l,220,51
wlyehta,w,123,31
uyntamp,p,67,18
uyntamp,m,78,19
uyntamp,a,102,27
uyntamp,t,89,23
uyntamp,n,86,20
uyntamp,y,101,20
uyntamp,u,94,25
ldhnagi,d,212,37
ldhnagi,h,108,20
fubergi,i,173,34
fubergi,g,128,26
fubergi,b,176,36
fubergi,u,127,26
fubergi,f,185,38
ydtarpi,i,119,31
ydtarpi,p,110,29
ydtarpi,r,178,47
ydtarpi,a,211,54
ydtarpi,t,147,38
ydtarpi,d,103,26
ydtarpi,y,141,31
rkenami,i,203,49
rkenami,n,244,57
rkenami,k,111,28
lmecark,k,116,31
lmecark,m,202,50
lmecark,c,199,46
lmecark,l,172,47
fedohri,i,240,49
fedohri,h,135,30
fedohri,o,218,48
rlfuoam,m,141,39
rlfuoam,a,157,43
rlfuoam,o,148,43
rlfuoam,u,107,28
rlfuoam,f,115,33
rlfuoam,l,161,44
rlfuoam,r,148,39
luecdnr,c,246,47
luecdnr,l,238,50
luecdnr,n,210,39
lycotai,i,218,43
lycotai,t,239,55
lycotai,o,175,46
lycotai,y,175,31
lucvtai,i,150,31
lucvtai,a,164,36
lucvtai,t,109,27
lucvtai,v,82,16
lucvtai,c,136,27
lucvtai,u,68,15
lucvtai,l,153,37
yohnamg,g,87,20
yohnamg,m,109,27
yohnamg,a,134,34
yohnamg,n,110,28
yohnamg,h,53,11
yohnamg,o,99,27
yohnamg,y,78,19
becdtak,k,119,25
becdtak,a,242,56
becdtak,t,175,37
becdtak,c,156,29
becdtak,b,189,41
wlfbedo,b,223,48
wlfbedo,f,141,35
wlfbedo,w,223,48
gmeoarp,o,240,54
lymjoar,r,161,34
lymjoar,a,203,45
lymjoar,o,174,39
lymjoar,j,34,6
lymjoar,m,156,36
lymjoar,y,148,27
lymjoar,l,137,30
lfbedam,f,163,36
fydtrgi,i,83,23
fydtrgi,g,57,13
fydtrgi,r,59,15
fydtrgi,t,63,16
fydtrgi,d,64,13
fydtrgi,y,52,9
fydtrgi,f,37,9
gubnmpi,u,154,25
gubnmpi,p,159,26
gubnmpi,b,85,14
gubnmpi,m,141,24
wyuhtar,r,93,24
wyuhtar,a,93,28
wyuhtar,t,75,24
wyuhtar,h,59,15
wyuhtar,u,41,10
wyuhtar,y,60,14
wyuhtar,w,37,11
echtapi,i,197,38
echtapi,p,189,44
echtapi,h,232,50
rcotami,i,184,40
rcotami,m,187,48
rcotami,c,225,45
ycovngi,y,43,7
ycovngi,c,126,20
ycovngi,v,79,10
ycovngi,o,144,26
uecohtk,k,68,19
uecohtk,t,102,28
uecohtk,h,107,26
uecohtk,o,105,31
uecohtk,c,125,31
uecohtk,e,78,20
uecohtk,u,71,16
ecoamgk,k,30,12
ecoamgk,g,40,10
ecoamgk,m,74,24
ecoamgk,a,78,24
ecoamgk,o,61,19
ecoamgk,c,61,19
ecoamgk,e,54,20
uecdhnm,m,93,19
uecdhnm,n,140,26
uecdhnm,h,87,16
uecdhnm,c,100,19
uecdhnm,u,143,29
ryecomk,k,107,27
ryecomk,m,98,24
ryecomk,o,166,42
ryecomk,c,134,30
ryecomk,y,96,19
yedonmk,k,68,18
yedonmk,m,130,33
yedonmk,n,149,37
yedonmk,o,144,40
yedonmk,y,96,21
lfubngi,u,211,39
lfubngi,b,159,27
lfubngi,l,239,44
lfubngi,f,140,24
geohamp,p,53,21
geohamp,m,63,19
geohamp,a,72,20
geohamp,h,28,9
geohamp,o,61,20
geohamp,e,53,21
geohamp,g,53,13
feonarp,p,206,52
feonarp,a,139,39
feonarp,n,125,33
feonarp,o,157,43
feonarp,f,104,24
eovtrgi,i,230,44
eovtrgi,g,157,32
eovtrgi,t,239,54
eovtrgi,v,169,33
eovtrgi,o,197,48
gfuerpi,i,156,32
gfuerpi,p,155,34
gfuerpi,u,112,23
gfuerpi,g,92,18
gfuerpi,f,147,31
cdonkgi,k,132,31
cdonkgi,c,171,33
cdonkgi,d,161,28
lbecnar,n,227,49
lbecnar,c,227,45
lbecnar,b,235,51
fukenri,k,46,13
fukenri,n,130,32
fukenri,u,77,16
fukenri,i,142,33
fukenri,f,120,29
lfbeaxi,i,117,28
lfbeaxi,x,41,9
lfbeaxi,a,133,33
lfbeaxi,e,139,39
lfbeaxi,b,150,35
lfbeaxi,f,119,32
lfbeaxi,l,188,50
fedongi,f,227,42
lbeomzi,i,97,21
lbeomzi,z,59,9
lbeomzi,m,116,28
lbeomzi,o,102,30
lbeomzi,e,126,29
lbeomzi,b,137,32
lbeomzi,l,124,33
ecovngi,v,230,33
ecovngi,e,245,44
wldntgi,t,187,36
wldntgi,l,166,32
wldntgi,w,152,27
wldntgi,d,104,19
wmehrpi,i,191,45
wmehrpi,p,177,40
wmehrpi,m,84,22
wmehrpi,h,61,16
wmehrpi,w,94,25
luntari,i,158,41
luntari,r,197,42
luntari,t,231,52
luntari,n,188,42
luntari,u,148,33
luntari,l,169,42
ecdovtr,v,226,42
yecontp,p,116,32
yecontp,t,169,39
yecontp,n,166,42
yecontp,o,180,50
yecontp,c,110,24
yecontp,e,182,48
yecontp,y,72,16
lybotmi,i,81,23
lybotmi,m,103,25
lybotmi,t,103,28
lybotmi,o,134,40
lybotmi,b,111,27
lybotmi,y,87,14
lybotmi,l,101,33
runtami,i,195,42
runtami,m,198,41
runtami,t,231,51
runtami,n,232,47
runtami,u,140,29
runtami,r,180,38
ldontgi,d,212,40
lyohtmg,g,33,5
lyohtmg,m,44,12
lyohtmg,t,52,16
lyohtmg,h,43,11
lyohtmg,o,83,26
lyohtmg,y,51,10
lyohtmg,l,57,17
rlfeoam,m,230,60
rlfeoam,o,204,57
rlfeoam,l,230,64
rlfeoam,f,232,57
edovtmi,i,207,48
edovtmi,m,189,51
edovtmi,t,246,60
edovtmi,v,163,32
lfuhntr,r,64,15
lfuhntr,t,58,14
lfuhntr,n,40,8
lfuhntr,h,56,12
lfuhntr,u,77,24
lfuhntr,f,49,11
lfuhntr,l,49,11
wubeonk,k,50,17
wubeonk,n,54,20
wubeonk,o,58,20
wubeonk,e,37,14
wubeonk,b,35,11
wubeonk,u,26,5
wubeonk,w,37,8
uycdtri,i,61,12
uycdtri,r,74,16
uycdtri,t,60,15
uycdtri,d,47,13
uycdtri,c,59,13
uycdtri,y,52,10
uycdtri,u,59,15
eohntap,p,155,43
eohntap,a,183,46
eohntap,t,248,62
eohntap,n,217,53
eohntap,h,113,31
eohntap,o,154,44
eohntap,e,244,66
luedong,u,237,50
lfuevng,g,51,14
lfuevng,n,65,14
lfuevng,v,43,7
lfuevng,e,87,22
lfuevng,u,75,20
lfuevng,f,63,16
lfuevng,l,85,25
ueconti,u,127,26
lydtmpi,i,136,36
lydtmpi,p,62,13
lydtmpi,m,94,19
lydtmpi,t,64,15
lydtmpi,d,97,19
lydtmpi,y,99,20
lydtmpi,l,103,26
lumbetr,m,231,45
lumbetr,t,225,49
fuhntgi,u,135,25
fuhntgi,t,235,43
fuhntgi,f,108,19
fuhntgi,h,142,27
ujbeotr,t,215,52
ujbeotr,o,188,47
ujbeotr,b,122,31
ujbeotr,j,34,6
ujbeotr,u,151,36
ehntami,h,144,32
lycohna,a,163,40
lycohna,n,129,29
lycohna,h,88,19
lycohna,o,191,46
lycohna,c,157,36
lycohna,y,120,27
lycohna,l,135,38
kbcnrgi,k,96,19
kbcnrgi,c,85,15
kbcnrgi,b,94,15
kbcnrgi,r,128,23
weohnti,i,157,34
weohnti,t,208,54
weohnti,n,193,51
weohnti,h,113,27
weohnti,o,82,24
weohnti,e,180,45
weohnti,w,96,27
lybongi,y,151,27
ruedohm,u,185,36
ruedohm,h,132,28
ruedohm,o,249,61
ecdnkgi,k,175,38
ecdnkgi,c,163,32
lbconar,r,170,39
lbconar,a,244,56
lbconar,n,194,44
lbconar,c,221,45
lbconar,b,157,37
lbconar,l,134,37
ubechri,i,136,27
ubechri,h,122,22
ubechri,c,149,30
ubechri,b,107,22
ubechri,u,93,19
wubdnri,i,47,11
wubdnri,r,31,9
wubdnri,n,42,10
wubdnri,d,42,10
wubdnri,b,31,8
wubdnri,u,46,10
wubdnri,w,22,3
luetami,i,170,40
luetami,u,139,29
lfyetri,y,128,27
luycnki,i,80,21
luycnki,k,87,23
luycnki,n,66,15
luycnki,c,100,22
luycnki,y,81,16
luycnki,u,61,13
luycnki,l,87,21
uvntagi,u,135,23
uvntagi,v,95,14
lybecai,i,151,28
lybecai,a,183,41
lybecai,c,144,27
lybecai,e,142,32
lybecai,b,168,38
lybecai,y,111,23
lybecai,l,224,52
wlohrpi,i,87,17
wlohrpi,p,94,24
wlohrpi,r,73,15
wlohrpi,h,78,15
wlohrpi,o,120,31
wlohrpi,l,96,25
wlohrpi,w,91,18
kentrgi,k,165,32
gentmpi,m,212,40
guhnmpi,u,141,22
guhnmpi,p,166,27
guhnmpi,h,55,10
guhnmpi,m,113,19
fontrgi,t,242,53
fontrgi,f,173,33
fontrgi,r,250,52
wlybeki,i,53,18
wlybeki,k,36,12
wlybeki,e,63,19
wlybeki,b,51,13
wlybeki,y,40,8
wlybeki,l,72,24
wlybeki,w,29,10
odtahrp,p,142,34
odtahrp,r,194,50
odtahrp,h,93,23
odtahrp,a,192,47
odtahrp,t,186,48
odtahrp,d,102,27
odtahrp,o,213,56
fyedtgi,i,159,36
fyedtgi,g,70,14
fyedtgi,t,117,29
fyedtgi,y,58,16
fyedtgi,f,113,26
lohntri,i,82,28
lohntri,r,90,25
lohntri,t,112,38
lohntri,n,81,24
lohntri,h,71,17
lohntri,o,119,41
lohntri,l,71,26
ueconta,u,151,30
lenampi,p,202,51
lfbenai,i,223,48
lfbenai,n,216,44
lfbenai,b,244,49
lfbenai,f,191,42
lbecaxr,x,33,6
lbecaxr,a,248,57
lbecaxr,c,134,27
lbecaxr,b,175,37
lbecaxr,l,215,45
luycnam,m,123,28
luycnam,a,183,44
luycnam,n,134,26
luycnam,c,80,18
luycnam,y,108,21
luycnam,u,113,24
luycnam,l,141,37
yenargi,y,146,30
lbearzi,z,118,19
lyonrgi,y,96,21
lyonrgi,l,215,45
lyonrgi,r,171,35
lfedont,f,222,51
lueonti,i,236,52
lueonti,t,245,64
lueonti,n,243,61
lueonti,o,153,43
lueonti,e,228,55
lueonti,u,97,24
lueonti,l,182,51
ecdvngi,c,202,32
wlbetar,w,153,37
ukeqdri,i,181,34
ukeqdri,u,122,23
ukeqdri,q,85,13
ukeqdri,k,66,14
lecoazi,i,73,14
lecoazi,z,24,5
lecoazi,a,71,17
lecoazi,o,79,21
lecoazi,c,106,26
lecoazi,e,63,16
lecoazi,l,96,28
uyntmpi,i,114,27
uyntmpi,p,75,19
uyntmpi,m,73,16
uyntmpi,t,98,26
uyntmpi,n,111,25
uyntmpi,y,103,20
uyntmpi,u,121,26
lybcngi,y,79,13
lybcngi,c,78,11
lybcngi,l,128,22
lybcngi,b,75,12
gyehnpi,y,102,17
gyehnpi,p,203,36
gyehnpi,h,92,16
gyehnpi,e,174,33
umbearg,g,216,49
umbearg,m,191,40
umbearg,b,186,44
umbearg,u,133,30
lecdark,k,185,42
bdhtari,i,112,25
bdhtari,r,107,31
bdhtari,a,117,35
bdhtari,t,101,25
bdhtari,h,43,11
bdhtari,d,61,18
bdhtari,b,83,20
wuodtar,r,119,37
wuodtar,a,103,29
wuodtar,t,108,33
wuodtar,d,69,24
wuodtar,o,115,36
wuodtar,u,45,14
wuodtar,w,45,11
luyqtai,i,48,13
luyqtai,a,53,15
luyqtai,t,56,16
luyqtai,q,32,7
luyqtai,y,50,10
luyqtai,u,49,13
luyqtai,l,67,19
wfeoark,k,85,23
wfeoark,a,112,31
wfeoark,o,102,26
wfeoark,f,99,25
wfeoark,w,128,31
uyentgi,u,150,25
uyentgi,y,94,17
uyentgi,e,201,39
ucdongi,u,130,21
ucdongi,c,138,22
ucdongi,d,210,34
ucdongi,o,229,42
luyohtg,g,74,17
luyohtg,t,92,26
luyohtg,h,74,17
luyohtg,o,107,29
luyohtg,y,52,10
luyohtg,u,79,22
luyohtg,l,63,21
leohntk,k,64,20
leohntk,t,122,36
leohntk,n,106,33
leohntk,h,77,20
leohntk,o,104,40
leohntk,e,145,43
leohntk,l,106,31
ueohntg,g,111,26
ueohntg,t,147,41
ueohntg,n,110,35
ueohntg,h,90,22
ueohntg,o,122,36
ueohntg,e,115,31
ueohntg,u,89,23
ucdonmp,p,46,13
ucdonmp,m,71,16
ucdonmp,n,87,20
ucdonmp,o,100,28
ucdonmp,d,47,12
ucdonmp,c,61,11
ucdonmp,u,56,13
uecharg,g,119,29
uecharg,a,187,50
uecharg,h,117,26
uecharg,c,141,32
uecharg,u,87,22
rfeotam,f,209,53
lucotar,u,165,35
lucotar,l,211,51
lmecvri,m,81,21
lmecvri,v,223,40
lmecvri,c,131,25
lmecvri,l,235,49
pcotazi,i,124,23
pcotazi,z,54,7
pcotazi,a,136,29
pcotazi,t,119,27
pcotazi,o,102,23
pcotazi,c,104,22
pcotazi,p,119,25
lyhntgi,y,90,16
lyhntgi,t,248,45
lyhntgi,l,183,33
lyhntgi,h,166,29
lfyntai,i,221,51
lfyntai,a,232,49
lfyntai,t,221,47
lfyntai,n,191,37
lfyntai,y,198,35
lfyntai,f,175,37
lfyntai,l,180,44
lbohnti,i,102,28
lbohnti,t,114,35
lbohnti,n,97,23
lbohnti,h,77,17
lbohnti,o,129,40
